"STATION","DATE","PRCP","SNOW","SNWD","TMAX","TMIN"
"USW00094846","2015-07-02","0.00","0.0","0.0","69","53"
"USW00094846","2015-07-03","0.00","0.0","0.0","77","55"
"USW00094846","2015-07-04","0.00","0.0","0.0","81","59"
"USW00094846","2015-07-05","0.00","0.0","0.0","83","60"
"USW00094846","2015-07-06","0.49","0.0","0.0","85","64"
"USW00094846","2015-07-07","0.27","0.0","0.0","71","55"
"USW00094846","2015-07-08","0.07","0.0","0.0","67","54"
"USW00094846","2015-07-09","0.00","0.0","0.0","77","58"
"USW00094846","2015-07-10","0.00","0.0","0.0","83","59"
"USW00094846","2015-07-11","0.03","0.0","0.0","78","61"
"USW00094846","2015-07-12","0.00","0.0","0.0","83","69"
"USW00094846","2015-07-13","0.42","0.0","0.0","86","68"
"USW00094846","2015-07-14","0.00","0.0","0.0","83","61"
"USW00094846","2015-07-15","0.00","0.0","0.0","75","59"
"USW00094846","2015-07-16","0.97","0.0","0.0","75","58"
"USW00094846","2015-07-17","0.06","0.0","0.0","92","71"
"USW00094846","2015-07-18","0.54","0.0","0.0","89","73"
"USW00094846","2015-07-19","0.00","0.0","0.0","85","65"
"USW00094846","2015-07-20","0.00","0.0","0.0","85","63"
"USW00094846","2015-07-21","0.00","0.0","0.0","82","65"
"USW00094846","2015-07-22","0.00","0.0","0.0","83","64"
"USW00094846","2015-07-23","0.00","0.0","0.0","85","63"
"USW00094846","2015-07-24","0.00","0.0","0.0","84","64"
"USW00094846","2015-07-25","0.00","0.0","0.0","91","69"
"USW00094846","2015-07-26","0.00","0.0","0.0","80","64"
"USW00094846","2015-07-27","0.00","0.0","0.0","88","67"
"USW00094846","2015-07-28","0.00","0.0","0.0","91","67"
"USW00094846","2015-07-29","0.00","0.0","0.0","88","70"
"USW00094846","2015-07-30","0.00","0.0","0.0","88","65"
"USW00094846","2015-07-31","0.00","0.0","0.0","87","67"
"USW00094846","2015-08-01","0.00","0.0","0.0","87","64"
"USW00094846","2015-08-02","0.53","0.0","0.0","91","67"
"USW00094846","2015-08-03","0.00","0.0","0.0","82","67"
"USW00094846","2015-08-04","0.00","0.0","0.0","82","61"
"USW00094846","2015-08-05","0.00","0.0","0.0","82","61"
"USW00094846","2015-08-06","0.00","0.0","0.0","83","64"
"USW00094846","2015-08-07","0.00","0.0","0.0","83","63"
"USW00094846","2015-08-08","0.00","0.0","0.0","82","68"
"USW00094846","2015-08-09","0.00","0.0","0.0","80","67"
"USW00094846","2015-08-10","0.02","0.0","0.0","84","68"
"USW00094846","2015-08-11","0.00","0.0","0.0","82","65"
"USW00094846","2015-08-12","0.00","0.0","0.0","81","61"
"USW00094846","2015-08-13","0.00","0.0","0.0","85","65"
"USW00094846","2015-08-14","0.21","0.0","0.0","90","67"
"USW00094846","2015-08-15","0.14","0.0","0.0","92","67"
"USW00094846","2015-08-16","0.00","0.0","0.0","89","71"
"USW00094846","2015-08-17","0.12","0.0","0.0","88","68"
"USW00094846","2015-08-18","0.40","0.0","0.0","83","67"
"USW00094846","2015-08-19","0.00","0.0","0.0","75","62"
"USW00094846","2015-08-20","0.00","0.0","0.0","74","59"
"USW00094846","2015-08-21","0.00","0.0","0.0","82","55"
"USW00094846","2015-08-22","0.00","0.0","0.0","81","60"
"USW00094846","2015-08-23","0.00","0.0","0.0","77","61"
"USW00094846","2015-08-24","0.00","0.0","0.0","75","55"
"USW00094846","2015-08-25","0.00","0.0","0.0","72","59"
"USW00094846","2015-08-26","0.00","0.0","0.0","67","56"
"USW00094846","2015-08-27","0.00","0.0","0.0","76","51"
"USW00094846","2015-08-28","0.00","0.0","0.0","72","56"
"USW00094846","2015-08-29","0.74","0.0","0.0","70","63"
"USW00094846","2015-08-30","0.00","0.0","0.0","77","62"
"USW00094846","2015-08-31","0.00","0.0","0.0","85","60"
"USW00094846","2015-09-01","0.00","0.0","0.0","88","68"
"USW00094846","2015-09-02","0.00","0.0","0.0","90","72"
"USW00094846","2015-09-03","0.00","0.0","0.0","91","71"
"USW00094846","2015-09-04","0.00","0.0","0.0","85","68"
"USW00094846","2015-09-05","0.00","0.0","0.0","87","69"
"USW00094846","2015-09-06","0.00","0.0","0.0","92","70"
"USW00094846","2015-09-07","0.00","0.0","0.0","88","76"
"USW00094846","2015-09-08","1.04","0.0","0.0","81","68"
"USW00094846","2015-09-09","0.00","0.0","0.0","77","58"
"USW00094846","2015-09-10","0.21","0.0","0.0","74","54"
"USW00094846","2015-09-11","0.17","0.0","0.0","67","54"
"USW00094846","2015-09-12","0.00","0.0","0.0","65","50"
"USW00094846","2015-09-13","0.00","0.0","0.0","70","48"
"USW00094846","2015-09-14","0.00","0.0","0.0","82","52"
"USW00094846","2015-09-15","0.00","0.0","0.0","82","62"
"USW00094846","2015-09-16","0.00","0.0","0.0","83","56"
"USW00094846","2015-09-17","0.36","0.0","0.0","85","61"
"USW00094846","2015-09-18","2.41","0.0","0.0","74","65"
"USW00094846","2015-09-19","0.05","0.0","0.0","71","53"
"USW00094846","2015-09-20","0.00","0.0","0.0","73","50"
"USW00094846","2015-09-21","0.00","0.0","0.0","74","52"
"USW00094846","2015-09-22","0.00","0.0","0.0","80","53"
"USW00094846","2015-09-23","0.00","0.0","0.0","80","57"
"USW00094846","2015-09-24","0.00","0.0","0.0","76","56"
"USW00094846","2015-09-25","0.00","0.0","0.0","73","60"
"USW00094846","2015-09-26","0.00","0.0","0.0","75","60"
"USW00094846","2015-09-27","0.00","0.0","0.0","74","61"
"USW00094846","2015-09-28","0.00","0.0","0.0","77","64"
"USW00094846","2015-09-29","0.40","0.0","0.0","68","55"
"USW00094846","2015-09-30","0.00","0.0","0.0","61","52"
"USW00094846","2015-10-01","0.00","0.0","0.0","59","52"
"USW00094846","2015-10-02","0.00","0.0","0.0","60","51"
"USW00094846","2015-10-03","0.01","0.0","0.0","54","48"
"USW00094846","2015-10-04","0.00","0.0","0.0","57","50"
"USW00094846","2015-10-05","0.00","0.0","0.0","60","55"
"USW00094846","2015-10-06","0.00","0.0","0.0","71","55"
"USW00094846","2015-10-07","0.00","0.0","0.0","71","54"
"USW00094846","2015-10-08","0.05","0.0","0.0","77","50"
"USW00094846","2015-10-09","0.00","0.0","0.0","64","47"
"USW00094846","2015-10-10","0.00","0.0","0.0","65","42"
"USW00094846","2015-10-11","0.00","0.0","0.0","79","51"
"USW00094846","2015-10-12","0.00","0.0","0.0","75","53"
"USW00094846","2015-10-13","0.00","0.0","0.0","63","47"
"USW00094846","2015-10-14","0.00","0.0","0.0","63","42"
"USW00094846","2015-10-15","0.00","0.0","0.0","69","46"
"USW00094846","2015-10-16","0.00","0.0","0.0","55","37"
"USW00094846","2015-10-17","0.00","0.0","0.0","53","33"
"USW00094846","2015-10-18","0.00","0.0","0.0","60","33"
"USW00094846","2015-10-19","0.00","0.0","0.0","73","47"
"USW00094846","2015-10-20","0.11","0.0","0.0","74","57"
"USW00094846","2015-10-21","0.01","0.0","0.0","75","52"
"USW00094846","2015-10-22","0.00","0.0","0.0","62","51"
"USW00094846","2015-10-23","0.16","0.0","0.0","64","52"
"USW00094846","2015-10-24","0.30","0.0","0.0","66","46"
"USW00094846","2015-10-25","0.00","0.0","0.0","62","41"
"USW00094846","2015-10-26","0.00","0.0","0.0","61","37"
"USW00094846","2015-10-27","0.49","0.0","0.0","56","50"
"USW00094846","2015-10-28","0.33","0.0","0.0","56","37"
"USW00094846","2015-10-29","0.00","0.0","0.0","47","36"
"USW00094846","2015-10-30","0.00","0.0","0.0","56","36"
"USW00094846","2015-10-31","0.77","0.0","0.0","52","45"
